역사_ID,역사명,호선,위도,경도,unique_name
1760,신길온천,안산선,37.338212,126.765844,신길온천_안산선
1759,안산,안산선,37.327082,126.788532,안산_안산선
1758,초지,안산선,37.320646,126.805913,초지_안산선
1757,고잔,안산선,37.316784,126.823144,고잔_안산선
1756,중앙,안산선,37.315941,126.838573,중앙_안산선
1755,한대앞,안산선,37.309689,126.85344,한대앞_안산선
1754,상록수,안산선,37.302795,126.866489,상록수_안산선
1753,반월,안산선,37.312212,126.903524,반월_안산선
1752,대야미,안산선,37.328467,126.917332,대야미_안산선
1751,산본,안산선,37.358101,126.933274,산본_안산선
1750,광명,경부선,37.416182,126.884466,광명_경부선
1749,서동탄,경부선,37.195504,127.051672,서동탄_경부선
1729,당정,경부선,37.344285,126.948345,당정_경부선
1728,천안,경부선,36.810005,127.146826,천안_경부선
1727,두정,경부선,36.833705,127.14896,두정_경부선
1726,직산,경부선,36.870593,127.143904,직산_경부선
1725,성환,경부선,36.916076,127.126964,성환_경부선
1724,평택,경부선,36.990726,127.085159,평택_경부선
1723,평택지제,경부선,37.0188,127.070444,평택지제_경부선
1722,서정리,경부선,37.056496,127.052819,서정리_경부선
1721,송탄,경부선,37.075696,127.054301,송탄_경부선
1720,진위,경부선,37.109447,127.062278,진위_경부선
1719,오산,경부선,37.145885,127.06672,오산_경부선
1718,오산대,경부선,37.168953,127.063197,오산대_경부선
1717,세마,경부선,37.187533,127.04318,세마_경부선
1716,병점,경부선,37.207503,127.032731,병점_경부선
1715,세류,경부선,37.245025,127.013222,세류_경부선
1714,독산,경부선,37.466613,126.889249,독산_경부선
1713,수원,경부선,37.266348,126.999561,수원_경부선
1712,화서,경부선,37.283862,126.989627,화서_경부선
1711,성균관대,경부선,37.300349,126.97075,성균관대_경부선
1710,의왕,경부선,37.320852,126.948217,의왕_경부선
1709,군포,경부선,37.35356,126.948462,군포_경부선
1708,금정,경부선,37.372221,126.943429,금정_경부선
1707,명학,경부선,37.384653,126.935433,명학_경부선
1706,안양,경부선,37.401592,126.922874,안양_경부선
1705,관악,경부선,37.419232,126.908706,관악_경부선
1704,석수,경부선,37.435047,126.902295,석수_경부선
1703,금천구청,경부선,37.455626,126.89398,금천구청_경부선
1702,가산디지털단지,경부선,37.481581,126.882581,가산디지털단지_경부선
1701,구로,경부선,37.503039,126.881966,구로_경부선
1511,여주,경강선,37.282308,127.628816,여주_경강선
1510,세종대왕릉,경강선,37.295309,127.570938,세종대왕릉_경강선
1509,부발,경강선,37.260192,127.490277,부발_경강선
1508,이천,경강선,37.265579,127.44226,이천_경강선
1507,신둔도예촌,경강선,37.317185,127.40476,신둔도예촌_경강선
1506,곤지암,경강선,37.351315,127.34674,곤지암_경강선
1505,초월,경강선,37.374419,127.299,초월_경강선
1504,경기광주,경강선,37.399907,127.25263,경기광주_경강선
1503,삼동,경강선,37.409522,127.20336,삼동_경강선
1502,이매,경강선,37.394655,127.127819,이매_경강선
1501,판교,경강선,37.394761,127.111217,판교_경강선
1458,금정,과천선,37.372209,126.943417,금정_과천선
1457,범계,과천선,37.389793,126.950806,범계_과천선
1456,평촌,과천선,37.394287,126.963883,평촌_과천선
1455,인덕원,과천선,37.401553,126.976715,인덕원_과천선
1454,정부과천청사,과천선,37.426513,126.98978,정부과천청사_과천선
1453,과천,과천선,37.433021,126.996568,과천_과천선
1452,대공원,과천선,37.435675,127.006523,대공원_과천선
1451,경마공원,과천선,37.443885,127.007888,경마공원_과천선
1450,선바위,과천선,37.451673,127.002303,선바위_과천선
1408,신창,장항선,36.769502,126.951108,신창_장항선
1407,온양온천,장항선,36.780483,127.003249,온양온천_장항선
1405,배방,장항선,36.777629,127.052991,배방_장항선
1404,탕정,장항선,36.78866,127.08485,탕정_장항선
1403,아산,장항선,36.792053,127.104361,아산_장항선
1402,쌍용,장항선,36.793759,127.1214,쌍용_장항선
1401,봉명,장항선,36.801215,127.135763,봉명_장항선
1329,춘천,경춘선,37.885054,127.717023,춘천_경춘선
1328,남춘천,경춘선,37.864007,127.723792,남춘천_경춘선
1327,김유정,경춘선,37.818466,127.71434,김유정_경춘선
1326,강촌,경춘선,37.805723,127.634146,강촌_경춘선
1325,백양리,경춘선,37.830779,127.58933,백양리_경춘선
1324,굴봉산,경춘선,37.832067,127.557695,굴봉산_경춘선
1323,가평,경춘선,37.814536,127.510739,가평_경춘선
1322,상천,경춘선,37.770246,127.454821,상천_경춘선
1321,청평,경춘선,37.735488,127.42661,청평_경춘선
1320,대성리,경춘선,37.684071,127.379319,대성리_경춘선
1319,마석,경춘선,37.652782,127.311767,마석_경춘선
1318,천마산,경춘선,37.658978,127.285379,천마산_경춘선
1317,평내호평,경춘선,37.653225,127.244493,평내호평_경춘선
1316,금곡,경춘선,37.637382,127.207853,금곡_경춘선
1315,사릉,경춘선,37.65108,127.176933,사릉_경춘선
1314,퇴계원,경춘선,37.648311,127.143952,퇴계원_경춘선
1313,별내,경춘선,37.64202,127.12684,별내_경춘선
1312,갈매,경춘선,37.634118,127.114757,갈매_경춘선
1311,신내,경춘선,37.612887,127.103218,신내_경춘선
1294,디지털미디어시티,경의중앙선,37.577475,126.900453,디지털미디어시티_경의중앙선
1293,홍대입구,경의중앙선,37.557641,126.926683,홍대입구_경의중앙선
1292,공덕,경의중앙선,37.542596,126.952099,공덕_경의중앙선
1291,서울역,경의중앙선,37.557231,126.97103,서울역_경의중앙선
1286,운천,경의중앙선,37.879942,126.769999,운천_경의중앙선
1285,임진강,경의중앙선,37.888421,126.746765,임진강_경의중앙선
1284,문산,경의중앙선,37.854619,126.788047,문산_경의중앙선
1283,파주,경의중앙선,37.815298,126.792783,파주_경의중앙선
1282,월롱,경의중앙선,37.796188,126.792587,월롱_경의중앙선
1280,금촌,경의중앙선,37.766217,126.774644,금촌_경의중앙선
1279,금릉,경의중앙선,37.751322,126.765347,금릉_경의중앙선
1278,운정,경의중앙선,37.725826,126.767257,운정_경의중앙선
1277,야당,경의중앙선,37.712327,126.761356,야당_경의중앙선
1276,탄현,경의중앙선,37.694023,126.761086,탄현_경의중앙선
1275,일산,경의중앙선,37.682077,126.769846,일산_경의중앙선
1274,풍산,경의중앙선,37.672346,126.786243,풍산_경의중앙선
1273,백마,경의중앙선,37.658239,126.794461,백마_경의중앙선
1272,곡산,경의중앙선,37.645676,126.801762,곡산_경의중앙선
1271,능곡,경의중앙선,37.618808,126.820783,능곡_경의중앙선
1270,행신,경의중앙선,37.612102,126.834146,행신_경의중앙선
1269,강매,경의중앙선,37.612314,126.843223,강매_경의중앙선
1268,화전,경의중앙선,37.602888,126.868387,화전_경의중앙선
1267,수색,경의중앙선,37.580842,126.895611,수색_경의중앙선
1266,디지털미디어시티,경의중앙선,37.577475,126.900453,디지털미디어시티_경의중앙선
1265,가좌,경의중앙선,37.568491,126.915487,가좌_경의중앙선
1264,홍대입구,경의중앙선,37.557641,126.926683,홍대입구_경의중앙선
1263,서강대,경의중앙선,37.551881,126.935711,서강대_경의중앙선
1262,공덕,경의중앙선,37.542596,126.952099,공덕_경의중앙선
1261,효창공원앞,경의중앙선,37.538579,126.96221,효창공원앞_경의중앙선
1252,신촌,경의중앙선,37.559733,126.942597,신촌_경의중앙선
1251,서울역,경의중앙선,37.557231,126.97103,서울역_경의중앙선
1220,지평,중앙선,37.476393,127.629874,지평_중앙선
1219,용문,중앙선,37.48223,127.594647,용문_중앙선
1218,원덕,중앙선,37.468672,127.547076,원덕_중앙선
1217,양평,중앙선,37.492773,127.491837,양평_중앙선
1216,오빈,중앙선,37.506062,127.473868,오빈_중앙선
1215,아신,중앙선,37.51382,127.443173,아신_중앙선
1214,국수,중앙선,37.516169,127.399367,국수_중앙선
1213,신원,중앙선,37.525545,127.372921,신원_중앙선
1212,양수,중앙선,37.545981,127.329098,양수_중앙선
1211,운길산,중앙선,37.554669,127.310115,운길산_중앙선
1210,팔당,중앙선,37.547371,127.243939,팔당_중앙선
1209,도심,중앙선,37.579622,127.222672,도심_중앙선
1208,덕소,중앙선,37.586781,127.208832,덕소_중앙선
1207,양정,중앙선,37.60533,127.19364,양정_중앙선
1206,도농,중앙선,37.608806,127.161153,도농_중앙선
1205,구리,중앙선,37.603392,127.143869,구리_중앙선
1204,양원,중앙선,37.606596,127.107906,양원_중앙선
1203,망우,중앙선,37.59955,127.091909,망우_중앙선
1202,상봉,중앙선,37.596678,127.08504,상봉_중앙선
1201,중랑,중앙선,37.594917,127.076116,중랑_중앙선
1032,신길,경부선,37.516862,126.917865,신길_경부선
1031,복정,분당선,37.470345,127.126658,복정_분당선
1030,수서,분당선,37.487472,127.101422,수서_분당선
1028,대모산입구,분당선,37.491373,127.07272,대모산입구_분당선
1027,개포동,분당선,37.489116,127.06614,개포동_분당선
1026,구룡,분당선,37.486839,127.058856,구룡_분당선
1025,도곡,분당선,37.491224,127.055186,도곡_분당선
1024,한티,분당선,37.496237,127.052873,한티_분당선
1023,선릉,분당선,37.504856,127.048807,선릉_분당선
1022,창동,경원선,37.653007,127.047806,창동_경원선
1021,녹천,경원선,37.644799,127.051269,녹천_경원선
1020,월계,경원선,37.633212,127.058831,월계_경원선
1019,광운대,경원선,37.623632,127.061835,광운대_경원선
1018,석계,경원선,37.614532,127.065934,석계_경원선
1017,신이문,경원선,37.601854,127.067325,신이문_경원선
1016,외대앞,경원선,37.596073,127.063549,외대앞_경원선
1033,회기,경원선,37.58946,127.057583,회기_경원선
1015,회기,중앙선,37.58946,127.057583,회기_중앙선
1014,청량리,경원선,37.580759,127.0483,청량리_경원선
1013,왕십리,경원선,37.561827,127.038352,왕십리_경원선
1012,응봉,경원선,37.549946,127.034538,응봉_경원선
1011,옥수,경원선,37.540446,127.018672,옥수_경원선
1010,한남,경원선,37.52943,127.009169,한남_경원선
1009,서빙고,경원선,37.519594,126.988537,서빙고_경원선
1008,이촌,경원선,37.522427,126.973406,이촌_경원선
1007,신도림,경부선,37.508787,126.891144,신도림_경부선
1006,영등포,경부선,37.515504,126.907628,영등포_경부선
1005,대방,경부선,37.513342,126.926382,대방_경부선
1004,노량진,경부선,37.514149,126.94271,노량진_경부선
1003,용산,경부선,37.529849,126.964561,용산_경부선
1002,남영,경부선,37.541021,126.9713,남영_경부선
1001,서울역,경부선,37.554337,126.971134,서울역_경부선
434,남태령,4호선,37.463873,126.989134,남태령_4호선
433,사당,4호선,37.476955,126.981651,사당_4호선
432,총신대입구,4호선,37.486263,126.981989,총신대입구_4호선
431,동작,4호선,37.502852,126.980347,동작_4호선
430,이촌,4호선,37.522295,126.974733,이촌_4호선
429,신용산,4호선,37.52917,126.967894,신용산_4호선
428,삼각지,4호선,37.534075,126.9726,삼각지_4호선
427,숙대입구,4호선,37.54456,126.972106,숙대입구_4호선
426,서울역,4호선,37.55281,126.972556,서울역_4호선
425,회현,4호선,37.558514,126.978246,회현_4호선
424,명동,4호선,37.560989,126.986325,명동_4호선
423,충무로,4호선,37.561207,126.99408,충무로_4호선
422,동대문역사문화공원,4호선,37.565133,127.007885,동대문역사문화공원_4호선
421,동대문,4호선,37.57093,127.009287,동대문_4호선
420,혜화,4호선,37.582336,127.001844,혜화_4호선
419,한성대입구,4호선,37.588458,127.006221,한성대입구_4호선
418,성신여대입구,4호선,37.592612,127.016441,성신여대입구_4호선
417,길음,4호선,37.603407,127.025053,길음_4호선
416,미아사거리,4호선,37.613292,127.030053,미아사거리_4호선
415,미아,4호선,37.62667,127.025983,미아_4호선
414,수유,4호선,37.638052,127.025732,수유_4호선
413,쌍문,4호선,37.648627,127.034709,쌍문_4호선
412,창동,4호선,37.653088,127.047274,창동_4호선
411,노원,4호선,37.65627,127.063276,노원_4호선
410,상계,4호선,37.660878,127.073572,상계_4호선
409,당고개,4호선,37.670272,127.079066,당고개_4호선
408,별내별가람,4호선,37.66778,127.11581,별내별가람_4호선
406,오남,4호선,37.705,127.19281,오남_4호선
405,진접,4호선,37.7205,127.2034,진접_4호선
342,오금,3호선,37.502129,127.128319,오금_3호선
341,경찰병원,3호선,37.495918,127.12454,경찰병원_3호선
340,가락시장,3호선,37.492245,127.117757,가락시장_3호선
339,수서,3호선,37.487378,127.101907,수서_3호선
338,일원,3호선,37.483681,127.08439,일원_3호선
337,대청,3호선,37.493514,127.079532,대청_3호선
336,학여울,3호선,37.496663,127.070594,학여울_3호선
335,대치,3호선,37.494612,127.063642,대치_3호선
334,도곡,3호선,37.490922,127.055452,도곡_3호선
333,매봉,3호선,37.486947,127.046769,매봉_3호선
332,양재,3호선,37.484477,127.033902,양재_3호선
331,남부터미널,3호선,37.485013,127.016189,남부터미널_3호선
330,교대,3호선,37.493025,127.013786,교대_3호선
329,고속터미널,3호선,37.504891,127.004916,고속터미널_3호선
328,잠원,3호선,37.512759,127.01122,잠원_3호선
327,신사,3호선,37.516334,127.020114,신사_3호선
326,압구정,3호선,37.527072,127.028461,압구정_3호선
325,옥수,3호선,37.541684,127.017269,옥수_3호선
324,금호,3호선,37.548034,127.015872,금호_3호선
323,약수,3호선,37.554867,127.010541,약수_3호선
322,동대입구,3호선,37.559052,127.005602,동대입구_3호선
321,충무로,3호선,37.56143,126.994072,충무로_3호선
320,을지로3가,3호선,37.566672,126.992548,을지로3가_3호선
319,종로3가,3호선,37.571605,126.991791,종로3가_3호선
318,안국,3호선,37.576477,126.985443,안국_3호선
317,경복궁,3호선,37.575762,126.97353,경복궁_3호선
316,독립문,3호선,37.574571,126.957748,독립문_3호선
315,무악재,3호선,37.582299,126.950291,무악재_3호선
314,홍제,3호선,37.589066,126.943736,홍제_3호선
313,녹번,3호선,37.600927,126.935756,녹번_3호선
312,불광,3호선,37.610553,126.92982,불광_3호선
311,연신내,3호선,37.619229,126.921038,연신내_3호선
310,구파발,3호선,37.636763,126.918821,구파발_3호선
309,지축,3호선,37.648033,126.913917,지축_3호선
250,용두,2호선,37.574028,127.038091,용두_2호선
249,신정네거리,2호선,37.520074,126.852912,신정네거리_2호선
248,양천구청,2호선,37.512398,126.865819,양천구청_2호선
247,도림천,2호선,37.514287,126.882768,도림천_2호선
246,신설동,2호선,37.574747,127.024932,신설동_2호선
245,신답,2호선,37.57004,127.046481,신답_2호선
244,용답,2호선,37.561904,127.050899,용답_2호선
243,충정로,2호선,37.559704,126.964378,충정로_2호선
242,아현,2호선,37.557345,126.956141,아현_2호선
241,이대,2호선,37.556733,126.946013,이대_2호선
240,신촌,2호선,37.555131,126.936926,신촌_2호선
239,홍대입구,2호선,37.55679,126.923708,홍대입구_2호선
238,합정,2호선,37.549457,126.913808,합정_2호선
237,당산,2호선,37.534946,126.902767,당산_2호선
236,영등포구청,2호선,37.525706,126.89661,영등포구청_2호선
235,문래,2호선,37.517933,126.89476,문래_2호선
234,신도림,2호선,37.508961,126.891084,신도림_2호선
233,대림,2호선,37.493243,126.894932,대림_2호선
232,구로디지털단지,2호선,37.485266,126.901401,구로디지털단지_2호선
231,신대방,2호선,37.487462,126.913149,신대방_2호선
230,신림,2호선,37.484201,126.929715,신림_2호선
229,봉천,2호선,37.482362,126.941892,봉천_2호선
228,서울대입구,2호선,37.481247,126.952739,서울대입구_2호선
227,낙성대,2호선,37.47693,126.963693,낙성대_2호선
226,사당,2호선,37.476538,126.981544,사당_2호선
225,방배,2호선,37.481426,126.997596,방배_2호선
224,서초,2호선,37.491897,127.007917,서초_2호선
223,교대,2호선,37.493961,127.014667,교대_2호선
222,강남,2호선,37.49799,127.027912,강남_2호선
221,역삼,2호선,37.500622,127.036456,역삼_2호선
220,선릉,2호선,37.504286,127.048203,선릉_2호선
219,삼성,2호선,37.508844,127.06316,삼성_2호선
218,종합운동장,2호선,37.511022,127.073704,종합운동장_2호선
217,잠실새내,2호선,37.511687,127.086162,잠실새내_2호선
216,잠실,2호선,37.513262,127.100159,잠실_2호선
215,잠실나루,2호선,37.520733,127.10379,잠실나루_2호선
214,강변,2호선,37.535095,127.094681,강변_2호선
213,구의,2호선,37.537077,127.085916,구의_2호선
212,건대입구,2호선,37.540373,127.069191,건대입구_2호선
211,성수,2호선,37.544581,127.055961,성수_2호선
210,뚝섬,2호선,37.547184,127.047367,뚝섬_2호선
209,한양대,2호선,37.555273,127.043655,한양대_2호선
208,왕십리,2호선,37.561238,127.036954,왕십리_2호선
207,상왕십리,2호선,37.564354,127.029354,상왕십리_2호선
206,신당,2호선,37.56564,127.019614,신당_2호선
205,동대문역사문화공원,2호선,37.565613,127.009054,동대문역사문화공원_2호선
204,을지로4가,2호선,37.566595,126.997817,을지로4가_2호선
203,을지로3가,2호선,37.566306,126.991696,을지로3가_2호선
202,을지로입구,2호선,37.566014,126.982618,을지로입구_2호선
201,시청,2호선,37.563588,126.975411,시청_2호선
159,동묘앞,1호선,37.573197,127.01648,동묘앞_1호선
158,청량리,1호선,37.579956,127.044585,청량리_1호선
157,제기동,1호선,37.578103,127.034893,제기동_1호선
156,신설동,1호선,37.576048,127.024634,신설동_1호선
155,동대문,1호선,37.571687,127.01093,동대문_1호선
154,종로5가,1호선,37.570926,127.001849,종로5가_1호선
153,종로3가,1호선,37.570406,127.001849,종로3가_1호선
152,종각,1호선,37.570161,126.982923,종각_1호선
151,시청,1호선,37.565715,126.977088,시청_1호선
150,서울역,1호선,37.556228,126.972135,서울역_1호선
251,까치산,2호선,37.531768,126.846683,까치산_2호선
1892,오이도,수인선,37.362357,126.738714,오이도_수인선
1893,정왕,수인선,37.351735,126.742989,정왕_수인선
1894,신길온천,수인선,37.338212,126.765844,신길온천_수인선
1895,안산,수인선,37.327082,126.788532,안산_수인선
1896,초지,수인선,37.320646,126.805913,초지_수인선
1897,고잔,수인선,37.316784,126.823144,고잔_수인선
1898,중앙,수인선,37.315941,126.838573,중앙_수인선
1899,한대앞,수인선,37.309689,126.85344,한대앞_수인선
